Seed,Algorithm,time,mean_s_error,explained_variance,final_tree_size
0,GS_GP_edv15,0:01:16.214822,2.03548550071965,-1.2597894435889145
0,GS_GP_neighbors5,0:01:48.333796,1.9301403810632518,-1.5069774352593117
0,GS_GP_edv25,0:01:20.702541,2.03548550071965,-1.2597894435889145
0,GS_GP_edv35,0:00:08.849223,2.5394953356511865,-0.6525955618722064
0,GS_GP_edv45,0:00:08.572249,2.5394953356511865,-0.6525955618722064
0,GS_GP_mutation01,0:04:57.620286,2.0368585290599914,-0.7744157758590808
0,GS_GP_crossover0.9,0:04:58.072732,2.0368585290599914,-0.7744157758590808
1,GS_GP_neighbors5,0:02:05.580255,2.2769987758808097,-0.6620496122078332
0,GS_GP_tie15,0:05:09.999132,1.8308661059217708,-0.6176710910963796
1,GS_GP_mutation01,0:05:18.889252,2.306612072612958,-0.5118713561917219
1,GS_GP_crossover0.9,0:05:19.008847,2.306612072612958,-0.5118713561917219
0,GS_GP_neighbors10,0:03:57.097496,2.2434140530367377,-0.5727627842197756
0,GS_GP_tie25,0:01:53.417416,1.9301403810632518,-1.5069774352593117
1,GS_GP_neighbors10,0:02:38.581378,2.19425286351731,-1.1165793135699107
0,GS_GP_crossover0.7,0:02:42.757173,2.2832782683727717,-0.23049959887365246
1,GS_GP_crossover0.7,0:02:27.797165,2.1914283361853664,-1.2589496780627667
0,GS_GP_mutation02,0:03:22.841092,1.865101044421276,-0.768275930476588
0,GS_GP_tie35,0:01:52.997350,1.9301403810632518,-1.5069774352593117
0,GS_GP_tie45,0:00:01.176738,4.363509324252436,-1.5626821490703136
0,GS_GP_crossover0.5,0:01:20.623498,1.7888906916137686,-0.7026621196172527
1,GS_GP_crossover0.5,0:02:03.940526,2.4063987355861394,-0.8636922641623985
0,GS_GP_crossover0.3,0:01:08.460456,1.7827008881412534,-0.8100764651913768
1,GS_GP_mutation02,0:05:35.384818,2.267764340720481,-0.5122102730308151
0,GS_GP_neighbors20,0:05:09.047282,1.8825143024172082,-0.5225988166949558
1,GS_GP_crossover0.3,0:01:21.685509,2.120339441381983,-1.8256330727661916
1,GS_GP_edv15,0:01:11.335417,2.107843915179203,-1.4461587511806577
1,GS_GP_edv25,0:01:11.449678,2.107843915179203,-1.4461587511806577
1,GS_GP_edv35,0:00:01.287009,2.568315690867571,-0.26356797711918833
1,GS_GP_neighbors20,0:04:55.613044,2.1298060034692217,-1.2636456925934576
1,GS_GP_edv45,0:00:01.269424,2.568315690867571,-0.26356797711918833
2,GS_GP_mutation01,0:01:47.733653,2.235309826540256,-5.5571476184996325
0,GS_GP_mutation05,0:04:36.883428,1.7833588863610554,-0.02271446581591574
2,GS_GP_crossover0.9,0:01:47.509034,2.235309826540256,-5.5571476184996325
1,GS_GP_tie15,0:04:37.760436,2.083657331711846,-1.054154352256763
2,GS_GP_crossover0.7,0:01:29.937549,2.1876973197012624,-7.2410547624436905
2,GS_GP_mutation02,0:01:53.641667,2.233681762481975,-4.713116639550776
2,GS_GP_tie15,0:02:55.829564,2.2207761948776272,-4.217100711712777
2,GS_GP_neighbors5,0:03:03.693945,2.2207761948776272,-4.217100711712777
2,GS_GP_crossover0.5,0:01:09.663322,2.1092929962958484,-5.840048137122884
1,GS_GP_tie25,0:02:06.282397,2.2769987758808097,-0.6620496122078332
2,GS_GP_crossover0.3,0:00:50.183004,2.121369392035348,-7.992420755635644
2,GS_GP_edv15,0:00:01.276224,4.637220353017168,-0.3210903327213652
2,GS_GP_edv25,0:00:01.272076,4.637220353017168,-0.3210903327213652
2,GS_GP_edv35,0:00:01.267823,4.637220353017168,-0.3210903327213652
2,GS_GP_edv45,0:00:01.272723,4.637220353017168,-0.3210903327213652
1,GS_GP_mutation05,0:05:56.165240,2.140871277599462,-0.3736384309939642
2,GS_GP_mutation05,0:02:25.516833,2.1527062925124016,-8.221922984403687
0,GS_GP_mutation1,0:04:26.675390,1.759514480329618,-0.37670246906476845
2,GS_GP_neighbors10,0:02:03.758326,2.2448399060069635,-5.325274910951547
1,GS_GP_tie35,0:02:07.486955,2.2769987758808097,-0.6620496122078332
1,GS_GP_tie45,0:00:14.909206,2.1178505933876624,-3.318383240580964
2,GS_GP_tie25,0:02:53.557729,2.2207761948776272,-4.217100711712777
3,GS_GP_neighbors5,0:01:41.854667,2.911127465960358,-4.3671223595884126
3,GS_GP_mutation01,0:03:39.786969,2.787260811970073,-2.2833649877179427
2,GS_GP_neighbors20,0:02:35.820598,1.95991039012341,-1.8122876933218146
2,GS_GP_mutation1,0:04:03.505508,2.0944196253466427,-5.832590855850256
3,GS_GP_crossover0.9,0:03:42.956518,2.787260811970073,-2.2833649877179427
3,GS_GP_edv15,0:00:08.117450,2.9843311212146135,-3.702147100308019
3,GS_GP_edv25,0:00:08.058196,2.9843311212146135,-3.702147100308019
2,GS_GP_tie35,0:02:57.871132,2.2207761948776272,-4.217100711712777
2,GS_GP_tie45,0:00:03.626995,2.3850847585420354,-47.51652336192442
3,GS_GP_edv35,0:00:07.801722,2.9843311212146135,-3.702147100308019
3,GS_GP_edv45,0:00:07.644772,2.9843311212146135,-3.702147100308019
3,GS_GP_tie15,0:02:30.444698,2.907729828241076,-3.6894861262186174
3,GS_GP_crossover0.7,0:02:18.167880,2.748817529099098,-3.1822114077051635
3,GS_GP_neighbors10,0:03:44.064478,2.6224990767853336,-1.637815443986546
4,GS_GP_mutation01,0:02:14.758207,2.3007873484418764,-2.961549018955112
4,GS_GP_crossover0.9,0:02:22.049561,2.3007873484418764,-2.961549018955112
1,GS_GP_mutation1,0:07:09.368630,2.1348515108313113,-1.288339159612255
3,GS_GP_mutation02,0:03:47.336783,2.6914083067737837,-2.0655313541161724
3,GS_GP_tie25,0:01:40.591798,2.911127465960358,-4.3671223595884126
3,GS_GP_crossover0.5,0:01:17.836135,2.548486942162381,-1.9965279801397449
4,GS_GP_neighbors5,0:00:57.133977,2.5300079884237268,-1.6818087720772175
3,GS_GP_tie35,0:01:36.327637,2.911127465960358,-4.3671223595884126
3,GS_GP_crossover0.3,0:01:24.620592,2.540100974306966,-3.3500394807056653
4,GS_GP_mutation02,0:02:26.965335,2.28565228930182,-2.939475009559255
4,GS_GP_crossover0.7,0:02:09.343886,2.1593403899204553,-2.862836569938863
3,GS_GP_neighbors20,0:03:21.214674,2.755228367367595,-2.6039689611677357
4,GS_GP_edv15,0:00:03.801194,3.34578866188176,-0.7655915478882285
4,GS_GP_neighbors10,0:01:59.706196,2.4927206746722983,-1.4516958388280927
4,GS_GP_edv25,0:00:03.750710,3.34578866188176,-0.7655915478882285
3,GS_GP_tie45,0:00:54.966015,2.7523389539934833,-5.25800636543836
4,GS_GP_edv35,0:00:01.252155,4.219241400320856,-3.226507233565913
4,GS_GP_edv45,0:00:01.066295,4.219241400320856,-3.226507233565913
4,GS_GP_tie15,0:01:25.919677,2.649162238915804,-0.9648531628790962
3,GS_GP_mutation05,0:03:37.806877,2.6682509329274344,-2.200360477251475
4,GS_GP_crossover0.5,0:01:32.508456,2.1328721204469385,-1.2890970979541456
4,GS_GP_neighbors20,0:01:20.816714,2.5164660032491972,-1.4912965117454515
4,GS_GP_tie25,0:00:45.645678,2.5300079884237268,-1.6818087720772175
4,GS_GP_mutation05,0:02:28.905652,2.2198312100745095,-2.5657360849809927
4,GS_GP_tie35,0:00:39.258185,2.5300079884237268,-1.6818087720772175
4,GS_GP_crossover0.3,0:01:19.496059,2.410525415913961,-2.0570293315314077
4,GS_GP_tie45,0:00:23.469408,2.5031865787707845,-2.3062594148232005
4,GS_GP_mutation1,0:02:29.780899,2.1338926705941232,-2.4032189226919307
3,GS_GP_mutation1,0:04:05.508049,2.7276160199650397,-2.23401571119543
